1	1	6
2	0	2
4	0	4
5	1	3
6	1	1
7	1	5
9	4	0
10	2	3
11	2	2
12	1	3
13	2	3
14	2	1
15	2	3
16	1	1
17	0	2
18	2	4
19	0	2
21	0	2
22	2	1
23	1	2
24	0	5
25	0	1
26	0	2
27	0	1
28	0	4
29	0	5
30	3	2
31	0	3
32	1	3
33	0	3
34	1	5
35	1	2
36	0	2
37	2	2
38	1	3
39	0	2
40	0	4
41	2	1
42	0	4
43	0	5
44	3	1
45	2	2
46	1	3
47	3	4
48	1	1
49	2	5
50	0	3
51	0	7
52	0	2
53	1	8
54	1	1
55	1	4
56	0	3
57	3	5
58	1	2
59	2	0
60	1	1
61	1	1
62	1	5
63	0	3
64	3	1
65	1	2
66	0	1
67	1	2
68	0	2
69	1	1
70	0	2
71	0	1
72	2	5
74	3	4
75	4	2
76	3	3
77	0	1
78	1	1
79	1	0
80	0	5
81	0	2
82	2	1
83	1	2
84	1	3
85	1	2
86	3	0
87	0	5
88	1	1
89	3	4
90	1	1
91	1	1
92	2	2
93	3	1
94	1	1
95	2	2
96	0	1
97	2	1
98	2	3
99	1	1
100	0	5
101	0	7
102	3	2
103	2	6
104	1	0
105	0	2
106	0	2
107	2	6
108	1	2
109	1	2
110	1	2
111	0	7
112	1	7
113	0	7
114	2	3
115	1	4
116	0	2
117	1	1
118	0	2
119	0	3
120	3	0
121	1	3
122	0	3
123	2	3
124	1	6
125	1	0
126	1	3
127	3	2
128	1	2
129	3	0
130	0	1
131	1	5
132	2	2
133	1	3
134	0	2
135	1	1
136	1	2
137	0	2
138	0	1
139	0	3
140	3	2
141	1	5
142	1	3
143	1	6
144	1	0
145	1	2
146	1	4
147	2	2
148	3	1
149	6	2
150	1	2
151	1	2
152	0	2
153	6	4
154	3	0
155	0	3
156	0	4
157	1	2
158	1	1
159	1	5
160	1	4
161	2	3
162	1	1
163	3	2
164	0	3
165	0	4
166	2	1
167	3	1
168	1	7
169	0	2
170	2	4
171	1	2
172	0	4
173	0	1
174	1	5
175	3	2
176	1	1
177	1	2
178	0	3
179	0	2
180	2	2
181	0	2
182	3	2
183	0	3
184	3	3
185	0	6
186	1	2
187	3	3
188	3	2
189	1	4
190	2	2
191	1	1
192	2	2
193	2	3
194	1	2
195	0	1
196	1	0
197	1	2
198	1	1
199	2	1
200	1	3
201	4	3
202	2	1
203	1	0
204	0	3
205	0	1
206	1	4
207	0	3
208	1	2
209	0	3
210	2	2
211	2	2
212	1	1
213	1	1
214	2	1
215	1	1
216	1	1
217	1	4
218	1	0
219	2	2
220	1	2
221	2	1
222	2	5
223	3	2
224	2	2
225	0	3
226	7	3
227	2	1
228	0	1
229	0	2
230	0	4
231	1	2
232	4	4
233	0	2
234	0	1
235	2	1
236	0	3
237	0	1
238	0	1
239	1	2
240	1	2
241	1	2
242	1	2
243	2	5
244	0	4
245	0	3
246	3	1
247	3	3
248	3	1
249	1	2
250	1	1
251	1	3
252	2	3
253	5	2
254	0	1
255	1	0
256	2	2
257	0	1
258	1	1
259	4	0
260	1	2
261	1	0
262	2	2
263	0	4
264	1	3
265	2	4
266	0	1
267	1	1
268	0	1
269	1	1
270	3	3
271	2	3
272	0	5
273	2	1
274	2	0
275	0	1
276	2	0
277	0	3
278	0	2
279	3	0
280	2	2
281	1	4
282	3	0
283	0	2
284	1	2
285	1	2
286	1	1
287	0	1
288	2	2
289	2	3
290	0	3
291	1	4
292	0	5
293	1	1
294	1	1
295	3	0
296	0	4
297	2	2
298	3	2
299	4	0
300	1	2
301	1	5
302	1	1
303	0	1
304	1	2
305	1	2
306	0	2
307	0	4
308	0	2
309	2	1
310	2	2
311	1	2
312	0	2
313	1	3
314	1	2
315	2	1
316	0	2
317	1	3
318	2	2
319	2	4
320	1	1
321	0	4
322	0	2
324	0	7
325	1	0
326	1	4
327	1	4
328	1	5
329	1	4
330	2	2
331	0	7
332	1	6
333	2	3
334	1	1
335	0	1
336	1	1
337	1	4
338	2	4
339	1	5
340	1	3
341	0	1
342	2	2
343	1	1
344	4	1
345	2	2
346	0	2
347	0	6
348	1	3
349	1	3
350	0	5
351	3	6
352	0	2
353	1	1
354	1	5
355	1	1
356	2	4
357	0	3
358	2	2
359	1	3
360	1	3
361	0	1
362	3	4
363	2	3
364	1	5
365	0	6
366	1	2
367	0	4
368	3	2
369	2	3
370	0	5
371	0	2
372	2	5
374	0	2
375	1	0
376	1	3
378	1	7
379	5	1
380	0	3
381	0	2
382	0	2
383	1	2
384	1	2
385	1	1
386	2	2
387	0	1
388	0	2
389	1	3
390	0	1
391	0	4
392	3	3
393	3	4
394	1	1
395	1	1
396	0	1
397	2	5
398	3	3
399	0	1
400	1	4
402	0	2
403	0	1
404	0	1
405	2	1
406	0	3
407	3	4
408	0	2
409	3	3
410	0	3
411	0	4
412	0	4
413	2	3
414	0	2
415	0	2
416	1	1
417	2	2
418	1	3
419	2	3
420	1	1
421	0	4
422	1	6
423	1	5
424	1	6
425	1	2
426	2	4
427	2	4
428	1	6
429	0	2
430	0	3
431	1	2
432	1	2
433	1	6
434	0	3
435	2	4
436	1	3
437	0	2
438	0	2
440	2	5
441	0	2
442	0	1
443	1	1
444	0	3
