1	1	7
2	0	3
3	0	6
4	2	3
5	1	12
6	1	7
7	1	4
8	1	9
9	1	8
10	1	7
11	1	7
12	1	5
13	1	6
14	1	4
15	1	10
16	3	7
17	1	3
18	3	2
19	1	2
20	3	1
21	1	3
22	0	1
23	0	1
24	1	2
25	1	3
26	2	4
27	1	5
28	2	2
29	1	7
30	0	7
31	1	3
32	0	3
33	1	6
34	0	2
35	1	3
36	0	6
37	3	2
38	2	3
39	2	4
40	1	2
41	2	4
42	1	3
43	0	2
44	1	1
45	2	4
46	0	6
47	0	4
48	0	2
49	3	2
50	0	2
51	1	3
52	6	4
53	2	9
54	1	5
55	1	4
56	1	7
57	1	4
58	1	3
59	0	3
60	4	4
61	1	5
62	1	4
63	1	4
64	1	1
65	3	2
66	1	3
67	0	9
68	2	1
69	0	6
70	0	1
71	0	3
72	0	4
73	1	7
74	2	2
75	3	4
76	1	3
77	3	7
78	4	2
79	1	5
80	1	2
81	1	3
82	1	9
83	0	1
84	2	7
85	1	5
86	4	4
87	1	1
88	1	6
89	1	7
90	1	0
91	3	3
92	1	4
93	1	5
94	1	3
95	2	4
96	1	9
97	1	3
98	0	5
99	1	3
100	1	7
101	0	11
102	1	4
103	1	4
104	0	11
105	1	10
106	0	8
107	0	1
108	0	7
109	0	6
110	1	2
111	0	5
112	0	8
113	2	10
114	2	12
115	1	7
116	3	10
117	2	6
118	1	8
119	2	11
120	2	5
121	1	7
123	0	4
124	0	2
125	0	3
126	0	3
127	1	3
128	2	5
129	0	3
130	0	5
131	3	3
132	0	2
133	0	6
134	2	6
135	0	1
136	0	4
137	2	3
138	0	3
139	2	3
140	0	5
141	0	7
142	1	4
143	0	4
144	1	8
145	0	5
146	1	2
147	2	1
148	0	3
149	1	7
150	1	5
151	1	5
152	0	4
153	1	8
154	0	4
155	0	5
156	0	6
157	3	5
158	0	5
159	2	2
160	2	7
161	0	2
162	2	8
163	0	8
164	0	2
165	2	4
166	3	0
167	0	4
168	0	3
169	2	5
170	0	2
171	3	4
172	0	3
173	0	2
174	3	3
175	1	5
176	1	3
177	0	3
178	1	3
180	1	4
181	2	3
182	1	4
183	1	6
184	1	1
185	1	4
187	2	4
188	4	4
189	4	7
190	5	5
191	3	5
192	1	4
193	0	1
194	2	3
195	0	5
196	0	4
197	0	5
198	0	7
199	0	2
200	2	3
201	2	2
202	1	2
203	0	2
204	0	5
205	3	1
206	0	6
207	0	1
208	1	1
209	2	4
210	1	9
211	2	4
212	3	6
